Date,Region,Country,Product Category,Revenue,Cost,Profit,Returned
2025-04-13,North America,Canada,Wearables,3836,3060.724302933089,775.2756970669111,0
2024-07-04,North America,USA,Smartphones,3182,2701.463303035127,480.53669696487304,0
2024-08-22,Asia,Japan,Laptops,1153,870.0013567509121,282.9986432490879,0
2024-06-16,Asia,China,Laptops,3193,2627.756707431062,565.2432925689382,0
2024-12-04,North America,USA,Smartphones,3919,2718.0918121420586,1200.9081878579414,0
2024-08-04,North America,USA,Wearables,1524,1201.4370885836568,322.56291141634324,0
2024-06-30,Asia,Japan,Laptops,2414,1704.4179825805502,709.5820174194498,0
2024-06-21,Asia,China,Wearables,4948,3470.034981348613,1477.9650186513868,0
2024-01-01,North America,USA,Laptops,2196,1447.9910527395662,748.0089472604338,0
2024-04-26,North America,USA,Accessories,333,266.5755949814756,66.4244050185244,1
2024-05-28,North America,USA,Wearables,4375,3202.1730880631403,1172.8269119368597,1
2025-10-20,North America,Canada,Wearables,3712,2712.634799389898,999.365200610102,0
2025-05-27,Europe,France,Wearables,1596,1235.673097289662,360.3269027103379,0
2024-01-12,Asia,India,Wearables,1553,1300.797258692724,252.20274130727603,0
2024-12-13,North America,Canada,Smartphones,4385,3056.6392159488973,1328.3607840511027,0
2025-12-04,North America,USA,Accessories,2708,2088.3630038189763,619.6369961810237,0
2025-01-24,Europe,France,Laptops,455,339.107248159319,115.892751840681,0
2024-09-07,Europe,UK,Smartphones,1215,843.3507476892075,371.64925231079246,0
2024-10-08,Asia,India,Wearables,4358,3042.962004662467,1315.0379953375332,0
2025-09-01,North America,USA,Laptops,2352,1655.1138673745472,696.8861326254528,0
2025-12-09,Asia,China,Accessories,1868,1586.2294029135137,281.7705970864863,0
2025-12-14,North America,USA,Laptops,4378,2897.5224973579298,1480.4775026420702,0
2025-11-15,Europe,Germany,Wearables,916,597.0551316228449,318.9448683771551,0
2025-07-04,Europe,France,Accessories,449,327.8045394264508,121.19546057354921,0
2024-02-23,Asia,China,Accessories,435,322.00200440447327,112.99799559552673,0
2024-10-29,North America,USA,Accessories,3478,2769.069055499577,708.9309445004228,0
2025-02-25,Asia,Japan,Wearables,1529,1142.8960358001834,386.1039641998166,0
2024-11-03,Asia,Japan,Wearables,4544,3310.292059685545,1233.7079403144548,0
2025-07-16,Europe,France,Smartphones,2328,1949.4210029687476,378.57899703125236,0
2025-05-22,North America,Canada,Laptops,3231,1975.6444379383422,1255.3555620616578,0
2024-02-12,Europe,Germany,Smartphones,4023,2757.32719891667,1265.67280108333,0
2024-04-04,Asia,Japan,Accessories,3645,2822.749576531329,822.2504234686712,0
2024-07-13,North America,USA,Accessories,866,664.1262503898024,201.8737496101976,0
2024-01-05,Europe,France,Wearables,4899,3365.1466329376667,1533.8533670623333,0
2024-08-20,Europe,Germany,Laptops,723,471.094819601847,251.905180398153,0
2024-03-13,Europe,UK,Laptops,2496,1797.834725891127,698.1652741088731,0
2024-02-17,Europe,France,Wearables,3844,2308.8938184326844,1535.1061815673156,0
2025-11-22,North America,USA,Laptops,2966,2177.4819639996067,788.5180360003933,0
2024-03-18,Europe,UK,Accessories,3487,2720.3098765180093,766.6901234819907,0
2024-01-03,Asia,Japan,Wearables,1846,1497.3093704204198,348.6906295795802,0
2024-01-15,North America,Canada,Smartphones,4780,3085.82923477877,1694.1707652212299,0
2025-04-18,North America,USA,Smartphones,325,204.73067321031417,120.26932678968583,0
2024-03-07,North America,Canada,Smartphones,432,313.0317574843382,118.96824251566181,0
2025-09-14,Asia,China,Smartphones,4207,2978.1979277470655,1228.8020722529345,0
2025-11-22,North America,USA,Smartphones,1961,1296.3941344665468,664.6058655334532,0
2024-10-15,Europe,Germany,Laptops,1660,1038.2397261374674,621.7602738625326,0
2025-03-21,Asia,China,Wearables,2597,1670.7628067451196,926.2371932548804,0
2025-06-26,Asia,Japan,Wearables,1263,977.8655817421976,285.1344182578024,1
2024-03-15,Europe,UK,Accessories,203,122.06897532467848,80.93102467532152,1
2025-07-27,Europe,UK,Wearables,4489,3318.2271566848826,1170.7728433151174,0
2025-10-06,Asia,India,Accessories,1341,1042.9468185300198,298.05318146998025,0
2024-01-01,North America,Canada,Wearables,4949,3326.5081519965065,1622.4918480034935,0
2024-09-15,Asia,Japan,Accessories,3944,2730.4612547687575,1213.5387452312425,0
2024-06-20,North America,USA,Smartphones,2260,1742.782924552106,517.2170754478941,0
2025-07-03,Asia,India,Laptops,2238,1787.2049472562355,450.7950527437645,0
2024-08-23,North America,Canada,Accessories,2169,1368.8001694350364,800.1998305649636,0
2025-06-30,North America,Canada,Accessories,2760,2167.3732480101407,592.6267519898593,0
2024-08-16,North America,Canada,Wearables,1514,970.5746045168809,543.4253954831191,0
2025-07-27,Asia,China,Smartphones,4427,3006.1505674566456,1420.8494325433544,0
2025-06-09,Europe,France,Accessories,3962,2995.37257951211,966.62742048789,0
2025-10-26,Asia,Japan,Laptops,2392,1973.145594818192,418.85440518180803,0
2024-04-13,Europe,Germany,Accessories,4218,3103.2345980418395,1114.7654019581605,0
2025-07-07,Asia,Japan,Wearables,2235,1755.2912840989416,479.70871590105844,0
2024-04-06,North America,Canada,Laptops,3268,2163.815627228418,1104.1843727715818,0
2025-06-05,Europe,UK,Smartphones,4812,3941.9490610243843,870.0509389756157,0
2024-08-15,Europe,Germany,Wearables,3428,2519.460566005701,908.5394339942991,0
2024-04-04,North America,Canada,Wearables,2874,2223.001957349611,650.9980426503889,0
2025-10-21,Asia,Japan,Laptops,4306,3616.044016348176,689.9559836518242,0
2024-12-11,Europe,France,Wearables,2549,1921.277055194029,627.7229448059711,0
2025-09-14,Europe,UK,Laptops,1839,1504.3589671370737,334.6410328629263,0
2024-05-06,North America,Canada,Laptops,3377,2677.3249998977885,699.6750001022115,0
2024-01-29,North America,Canada,Wearables,3733,3111.798016533183,621.2019834668172,0
2025-09-04,Asia,India,Smartphones,3676,2357.713349027539,1318.2866509724608,0
2025-07-20,Asia,India,Laptops,2908,2020.555242726294,887.444757273706,0
2025-10-27,Europe,Germany,Laptops,774,544.606637043402,229.39336295659803,0
2024-07-28,Europe,UK,Wearables,674,528.6689603064925,145.33103969350748,0
2024-06-27,Asia,Japan,Accessories,1405,904.9559290103109,500.0440709896891,0
2024-06-09,Europe,Germany,Accessories,4580,3412.7736610683596,1167.2263389316404,0
2024-03-24,Europe,Germany,Laptops,3632,2314.185756799827,1317.8142432001732,0
2025-07-14,Asia,India,Accessories,4622,3461.1673875133106,1160.8326124866894,0
2025-12-23,Asia,Japan,Wearables,3589,2337.461542422481,1251.5384575775188,0
2024-05-23,North America,USA,Smartphones,3695,2759.6602669112262,935.3397330887738,0
2024-07-12,Asia,Japan,Smartphones,2361,1709.9613027917424,651.0386972082576,0
2024-02-24,North America,Canada,Laptops,1681,1385.745129726386,295.25487027361396,0
2025-04-20,North America,USA,Wearables,2023,1575.9029547395712,447.0970452604288,0
2025-03-18,North America,USA,Wearables,527,329.91630567646763,197.08369432353237,0
2025-08-26,Asia,Japan,Laptops,3254,2538.781453848597,715.2185461514032,0
2025-03-27,Europe,UK,Wearables,364,231.23844823877192,132.76155176122808,0
2024-11-25,Asia,China,Wearables,974,763.5927733132266,210.40722668677336,0
2024-10-11,North America,USA,Accessories,4377,3603.0060198459796,773.9939801540204,0
2025-01-20,Asia,China,Wearables,4766,2900.38279404266,1865.61720595734,0
2024-08-13,North America,Canada,Accessories,3777,2987.234771135354,789.7652288646459,0
2024-02-28,Europe,UK,Accessories,4423,2855.1649687519657,1567.8350312480343,0
2025-07-05,North America,Canada,Laptops,4233,3210.17832613102,1022.8216738689798,0
2025-05-08,Europe,UK,Wearables,2251,1425.0384378107794,825.9615621892206,0
2024-03-15,Europe,France,Laptops,2375,1494.9147054660211,880.0852945339789,0
2025-11-07,Europe,UK,Laptops,4883,3181.788767501756,1701.211232498244,0
2024-10-13,North America,USA,Laptops,845,661.673992199477,183.32600780052303,0
2025-03-30,North America,USA,Laptops,3153,2612.5852163753493,540.4147836246507,0
2025-07-29,Europe,UK,Smartphones,4425,2838.9509766864126,1586.0490233135874,0
2025-01-05,Asia,India,Accessories,4324,3015.2285587793767,1308.7714412206233,0
2024-08-14,North America,USA,Wearables,1533,1102.246316642805,430.7536833571951,0
2024-11-07,Europe,UK,Laptops,1985,1206.4746307741625,778.5253692258375,0
2025-05-21,Asia,Japan,Laptops,4660,2976.19304412897,1683.80695587103,0
2025-12-13,Europe,Germany,Laptops,2543,1988.7460017564408,554.2539982435592,0
2024-02-08,Asia,China,Laptops,4426,2741.647353223366,1684.3526467766342,0
2025-06-07,Asia,China,Smartphones,2522,1711.5531290683334,810.4468709316666,0
2024-11-25,North America,USA,Laptops,3840,2732.1655420396373,1107.8344579603627,0
2025-10-22,Europe,France,Accessories,3352,2563.260461303581,788.739538696419,0
2024-03-29,Europe,Germany,Smartphones,3926,3035.9514700449713,890.0485299550287,0
2024-01-16,Europe,France,Accessories,600,387.08630176910003,212.91369823089997,0
2024-11-30,Europe,France,Smartphones,828,648.1218999918643,179.87810000813568,0
2025-04-21,Europe,France,Wearables,3494,2849.3942556391653,644.6057443608347,0
2025-09-06,Europe,France,Smartphones,1382,955.2028996874992,426.7971003125008,0
2024-06-19,North America,Canada,Wearables,3183,2260.7513427111,922.2486572889002,0
2025-05-11,Asia,Japan,Accessories,3787,3020.8171563112887,766.1828436887113,0
2025-05-07,Europe,Germany,Accessories,1331,876.1172652242716,454.8827347757284,0
2024-09-07,Europe,UK,Smartphones,2004,1467.397504147633,536.6024958523669,0
2024-01-29,Asia,Japan,Wearables,2232,1563.477449793957,668.522550206043,0
2024-08-26,North America,Canada,Accessories,2624,2078.3873594951237,545.6126405048763,0
2025-11-19,Asia,India,Laptops,2250,1612.8623061774297,637.1376938225703,0
2024-10-19,Europe,UK,Smartphones,631,381.41961320419597,249.58038679580403,1
2024-12-09,North America,USA,Laptops,1163,761.2573178967674,401.7426821032326,0
2025-01-14,North America,USA,Wearables,1006,824.6982543518844,181.30174564811557,0
2024-08-13,Asia,China,Laptops,1084,875.5041223104192,208.49587768958077,0
2024-08-05,Asia,China,Laptops,1136,734.5484664489683,401.45153355103173,0
2024-02-23,Europe,Germany,Laptops,926,760.196432369033,165.803567630967,0
2025-05-04,Europe,Germany,Laptops,2666,2104.9659440567766,561.0340559432234,0
2024-04-29,Asia,Japan,Smartphones,1092,801.7940174499018,290.20598255009816,0
2024-09-23,Europe,Germany,Smartphones,1840,1283.9380923969745,556.0619076030255,0
2024-11-27,North America,USA,Wearables,4465,3582.622318411645,882.3776815883548,0
2024-08-13,North America,USA,Wearables,1183,784.5209695389318,398.4790304610682,0
2025-08-24,Asia,India,Accessories,1113,690.351109576303,422.648890423697,0
2025-08-15,North America,Canada,Laptops,3311,2717.4256642785335,593.5743357214665,0
2025-07-21,Asia,China,Wearables,3311,2547.8278702807647,763.1721297192353,0
2024-08-03,North America,USA,Smartphones,2583,1974.9952722306782,608.0047277693218,0
2024-12-28,Asia,India,Laptops,2804,2171.327494630168,632.6725053698319,0
2025-11-30,Asia,Japan,Smartphones,756,618.3784267438489,137.62157325615112,0
2025-11-02,Asia,China,Smartphones,3708,2914.0321535823205,793.9678464176795,0
2025-06-07,Europe,UK,Laptops,494,320.2519087765307,173.74809122346932,0
2024-01-17,Asia,India,Laptops,4655,3095.346417463416,1559.653582536584,0
2024-11-21,North America,USA,Accessories,2714,2144.757431847626,569.2425681523741,0
2025-07-25,Europe,France,Accessories,2582,2150.8241421067164,431.1758578932836,0
2024-01-17,Europe,France,Accessories,1117,868.0687322852841,248.9312677147159,0
2024-07-28,Europe,UK,Accessories,2553,2163.7621989081003,389.23780109189966,0
2025-01-15,Asia,Japan,Accessories,2707,1640.8391957134938,1066.1608042865062,0
2025-04-03,Europe,France,Wearables,4865,2920.2521048622516,1944.7478951377484,0
2024-04-08,Europe,Germany,Accessories,238,174.15793372460578,63.84206627539422,0
2024-03-24,Asia,China,Wearables,3293,2083.9216428165205,1209.0783571834795,0
2024-10-29,Europe,Germany,Laptops,4226,3554.615878953475,671.3841210465248,0
2024-09-13,North America,USA,Wearables,4865,4006.448156474747,858.5518435252529,0
2025-06-07,North America,USA,Accessories,2009,1639.5239309819576,369.4760690180424,0
2025-08-27,Europe,Germany,Laptops,3580,2285.5239441541958,1294.4760558458042,0
2024-12-14,Europe,France,Wearables,1159,780.6351702762728,378.3648297237272,0
2025-07-11,Europe,France,Accessories,726,522.9963067995278,203.00369320047218,0
2025-06-04,North America,Canada,Accessories,1216,778.4909425997697,437.5090574002303,0
2024-12-09,North America,USA,Smartphones,783,530.5533534592895,252.4466465407105,0
2024-11-15,North America,Canada,Smartphones,4633,3335.689155311108,1297.3108446888918,0
2024-04-11,Asia,India,Laptops,3696,2254.207794621882,1441.792205378118,0
2024-02-15,North America,USA,Accessories,791,569.9859744518272,221.01402554817275,0
2024-08-29,North America,Canada,Accessories,201,147.44567085031636,53.55432914968364,0
2024-04-25,Europe,Germany,Laptops,1117,760.1449455947494,356.8550544052506,1
2024-05-22,Europe,UK,Smartphones,3241,1977.9689270500296,1263.0310729499704,0
2025-09-26,Asia,India,Wearables,2125,1590.9750886064971,534.0249113935029,0
2025-12-16,Asia,India,Smartphones,4111,3200.5028444991026,910.4971555008974,0
2025-01-17,Europe,France,Wearables,2254,1724.7721366616277,529.2278633383723,0
2025-02-13,Europe,UK,Smartphones,1094,832.4184996362495,261.5815003637505,0
2024-01-12,Europe,UK,Wearables,2334,1779.84665745716,554.1533425428399,0
2025-07-20,Asia,China,Wearables,949,649.3285265976951,299.67147340230485,0
2024-10-14,Asia,India,Wearables,506,324.0515768345705,181.94842316542952,0
2024-12-17,Asia,China,Laptops,511,431.12982646425155,79.87017353574845,0
2025-03-20,Europe,France,Wearables,552,447.1824320662168,104.81756793378321,0
2024-01-24,North America,USA,Smartphones,603,456.5862963445462,146.4137036554538,0
2025-08-30,Europe,UK,Laptops,1473,1150.876133447874,322.12386655212595,0
2024-10-21,Europe,France,Smartphones,4209,3569.3722821194724,639.6277178805276,0
2024-08-24,North America,Canada,Wearables,729,552.5018501118618,176.4981498881382,0
2024-04-09,Asia,China,Accessories,4773,3078.206869659416,1694.793130340584,0
2024-10-19,Europe,UK,Wearables,4205,3040.5070965909963,1164.4929034090037,0
2025-05-18,North America,USA,Smartphones,2478,1709.3450723431547,768.6549276568453,0
2024-01-28,Europe,Germany,Wearables,2313,1883.9305513308045,429.0694486691955,0
2025-11-06,North America,Canada,Accessories,4596,3029.945007817478,1566.0549921825218,0
2024-09-26,Europe,France,Smartphones,2839,2072.3095599876333,766.6904400123667,0
2024-05-12,Europe,Germany,Laptops,2560,1642.906821056608,917.0931789433921,0
2025-11-17,North America,USA,Laptops,2412,1918.6195688965527,493.38043110344734,0
2025-09-11,Asia,Japan,Smartphones,1474,925.6423797480626,548.3576202519374,0
2024-10-19,Europe,Germany,Wearables,1243,761.8647921728045,481.1352078271955,0
2024-02-28,Asia,China,Laptops,1208,901.3705515336618,306.6294484663382,0
2024-09-07,North America,Canada,Accessories,325,272.33470756563815,52.665292434361845,0
2024-07-02,North America,USA,Wearables,3449,2364.852970132259,1084.147029867741,0
2024-11-03,Asia,China,Laptops,2169,1410.8550344136686,758.1449655863314,0
2025-10-30,Europe,Germany,Laptops,4812,4046.10623988294,765.8937601170601,0
2024-08-05,North America,USA,Wearables,2674,2061.151306911628,612.8486930883719,0
2024-10-29,North America,Canada,Accessories,4152,2522.7417679653167,1629.2582320346833,0
2024-05-26,Europe,Germany,Laptops,3324,2548.6533306194438,775.3466693805562,0
2025-12-04,Europe,UK,Smartphones,774,653.4832046468249,120.5167953531751,0
2025-08-11,North America,USA,Laptops,3430,2691.2201969330126,738.7798030669874,0
2025-10-05,North America,Canada,Smartphones,1837,1303.4306500897053,533.5693499102947,0
2024-12-30,North America,USA,Wearables,3912,2464.7644561524553,1447.2355438475447,0
2024-03-05,North America,USA,Wearables,3347,2518.4767632510325,828.5232367489675,0
2025-02-20,Asia,India,Laptops,4600,3387.5399217697945,1212.4600782302055,0
2025-09-13,Europe,UK,Wearables,3089,2439.803657238433,649.1963427615669,0
2025-03-25,North America,Canada,Accessories,2701,2237.93820739623,463.06179260376985,0
2024-10-30,North America,Canada,Laptops,3564,2357.6480659890162,1206.3519340109838,0
2025-05-12,Asia,Japan,Smartphones,2611,2190.3180925345832,420.68190746541677,0
2024-12-01,Asia,Japan,Wearables,2038,1259.1172975931058,778.8827024068942,1
2024-11-19,Asia,Japan,Wearables,340,233.88792841536892,106.11207158463108,0
2025-01-07,North America,Canada,Accessories,3835,2943.4545731832404,891.5454268167596,0
2025-10-31,Asia,China,Accessories,1881,1316.6554234996543,564.3445765003457,1
2025-04-03,Europe,Germany,Smartphones,1486,1144.6352827479911,341.36471725200886,0
2024-11-07,North America,USA,Wearables,644,427.70660817591954,216.29339182408046,1
2025-01-19,Europe,France,Smartphones,1908,1446.8132061583485,461.1867938416515,1
2024-10-03,Asia,China,Smartphones,1443,948.0797777305773,494.92022226942265,0
2025-09-28,Europe,UK,Laptops,2831,2243.5283616031256,587.4716383968744,0
2024-02-19,Asia,India,Accessories,3883,2741.1439097295365,1141.8560902704635,0
2025-03-14,Europe,France,Accessories,4876,3130.409319240988,1745.5906807590118,0
2025-10-22,Europe,Germany,Wearables,861,521.6882056464739,339.3117943535261,0
2025-08-12,Asia,Japan,Smartphones,1300,973.2048089355061,326.7951910644939,0
2025-08-19,Europe,France,Wearables,3929,2754.542109970441,1174.4578900295592,0
2025-04-03,Asia,India,Laptops,3551,2244.5820304628996,1306.4179695371004,0
2024-10-14,Europe,UK,Smartphones,1390,1102.4863977886605,287.5136022113395,0
2024-03-13,North America,USA,Accessories,2114,1449.9717109189594,664.0282890810406,0
2025-10-03,North America,USA,Accessories,2764,1706.722739545219,1057.277260454781,0
2025-01-15,Europe,UK,Wearables,4353,2974.1893318855837,1378.8106681144163,0
2024-07-27,Asia,China,Smartphones,4074,3188.567544678672,885.4324553213278,0
2025-03-28,Europe,UK,Accessories,2068,1569.074343570564,498.925656429436,0
2025-10-31,Asia,China,Smartphones,832,670.135740331426,161.86425966857405,0
2024-10-05,Asia,China,Laptops,4643,3916.5615926799687,726.4384073200313,0
2024-05-28,North America,USA,Smartphones,4237,2814.4773169681807,1422.5226830318193,0
2025-04-04,North America,USA,Accessories,1723,1339.0917785527872,383.9082214472128,0
2025-07-31,North America,USA,Smartphones,2608,1621.9430708900227,986.0569291099773,0
2024-06-28,North America,USA,Wearables,1925,1370.2162226179523,554.7837773820477,0
2025-02-09,Asia,China,Wearables,2390,2026.8144138569294,363.1855861430706,0
2024-02-11,Europe,France,Laptops,2925,2352.7600993341835,572.2399006658165,0
2024-05-13,Europe,UK,Smartphones,3338,2662.0803990982427,675.9196009017573,0
2025-11-05,North America,USA,Laptops,4425,2902.373468161544,1522.6265318384558,1
2024-09-09,Europe,UK,Laptops,4459,3351.3520103071055,1107.6479896928945,0
2025-03-11,Europe,UK,Laptops,3146,2636.975255458418,509.0247445415821,0
2025-01-26,North America,USA,Smartphones,3164,1918.8172183970441,1245.1827816029559,0
2024-05-07,North America,Canada,Accessories,3879,2903.713455357281,975.286544642719,0
2025-03-22,Europe,Germany,Accessories,4685,2811.389447793623,1873.6105522063772,0
2024-10-13,Europe,France,Wearables,2153,1539.2875780938364,613.7124219061636,0
2024-02-25,Asia,China,Laptops,656,464.17529711146307,191.82470288853693,0
2024-07-08,North America,USA,Accessories,3765,2354.109369613771,1410.890630386229,0
2025-09-06,North America,Canada,Accessories,2348,1769.9338102416032,578.0661897583968,0
2024-03-03,Europe,France,Smartphones,1708,1403.3799999076793,304.62000009232065,0
2024-06-03,North America,USA,Wearables,2339,1685.0359765112607,653.9640234887393,0
2025-05-24,North America,Canada,Laptops,4681,2965.183822381072,1715.8161776189281,0
2025-10-11,Europe,France,Laptops,1100,719.1805148047403,380.81948519525974,0
2025-11-23,Europe,Germany,Laptops,2585,1592.7585293492407,992.2414706507593,0
2025-11-30,North America,USA,Laptops,2642,1885.316229476854,756.683770523146,0
2025-05-24,Asia,India,Smartphones,745,507.4708913832736,237.52910861672638,0
2025-03-11,Asia,India,Laptops,3693,2578.077503401164,1114.922496598836,1
2024-01-17,North America,USA,Accessories,3391,2301.9861958703777,1089.0138041296223,0
2024-08-29,North America,USA,Smartphones,4097,2717.3950997962033,1379.6049002037967,0
2025-12-26,Asia,Japan,Smartphones,2447,1607.0456517780115,839.9543482219885,0
2025-08-03,Asia,India,Wearables,2348,1436.8766915713397,911.1233084286603,0
2025-09-12,Asia,Japan,Laptops,3706,2289.6193582745123,1416.3806417254877,0
2024-08-19,North America,Canada,Laptops,4097,2931.3491498852263,1165.6508501147737,1
2025-05-13,Asia,Japan,Wearables,762,490.367828381143,271.632171618857,0
2025-06-03,Europe,UK,Accessories,1773,1100.420279328321,672.5797206716791,0
2024-12-25,North America,USA,Accessories,2576,1791.569127936465,784.4308720635349,0
2025-08-12,North America,Canada,Smartphones,1840,1400.1959566289202,439.80404337107984,0
2024-05-28,Europe,France,Smartphones,3947,2657.1421447146768,1289.8578552853232,1
2024-06-08,Europe,Germany,Laptops,4183,3358.708255895261,824.2917441047389,0
2024-09-29,Asia,China,Wearables,1135,850.8333346004388,284.1666653995612,0
2025-09-17,Asia,China,Accessories,3037,2030.0760502300852,1006.9239497699148,0
2024-05-01,Asia,China,Laptops,1767,1200.2005043671293,566.7994956328707,0
2024-05-28,North America,USA,Smartphones,3668,2403.515111623069,1264.484888376931,1
2025-10-24,Europe,UK,Wearables,1959,1262.295739847789,696.704260152211,0
